"Label","Id","Umlscui","Created","ModifiedDate","Synonym","Definition","ExampleImage","Abbrev","CurationStatus","Curator","Comment","EditorialNote","PublicationLink","DefiningCitation","Is part of","RelatedTo","Has role","SuperCategory","Title","Authors","PublicationDate","PublicationName","JournalVolume","JournalNumber","Pages","Figure","Table","RetrievedOn","PMID","DOI","ISBN","PublicationLink (NIF)","Seperator1","CellSomaShape","CellSomaSize","Located in","Polarity","DendriteLocation","NumberOfPrimaryDendrites","SpineDensityOnDendrites","DendriteThickness","BranchingMetrics","AxonLength","OriginOfAxon","LocationOfAxonArborization","CellularSynapticTarget","SubcellularSynapticTarget","Neurotransmitter","DefiningCriteria (PETILLA)","MolecularConstituents","LacksMolecularConstituents","PassiveSubthresholdParameters","FiringPatterns","SpikingFeatures","SynapticPhysiology","DendritePartonomy","ApicalPartonomy","ApicalObliqueLocation","ApicalTrunkLocation","ApicalLocation","BasalLocation","ProximalLocation","DistalLocation","AxonPartonomy","AxonLocation","AxonTerminalLocation","DendriteShape","DendriteSize","ApicalSize","BasalSize","SomaOrientation","DendriteOrientation","AxonOrientation","SomaUltrastructure","DendriteUltrastructure","ApicalUltrastructure","BasalUltrastructure","ProximalUltrastructure","DistalUltrastructure","AxonUltrastructure","Organism (PETILLA)","Species","AxonShape"
"URYVR","","","","","","Neuron, presynaptic in ring, ending in head","","","","","Expresses (inconsistently) the serotonin receptor, SER-1 (Dernovici et al, 2007; Carnell et al, 2005.)","","","","","","Sensory neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"VA1","","","","","","Ventral cord motor neuron, innervates vent. body muscles","","","","","","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Body (ventral nerve cord)","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"VA2","","","","","","Ventral cord motor neuron, innervates vent. body muscles","","","","","","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Body (ventral nerve cord)","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"VA3","","","","","","Ventral cord motor neuron, innervates vent. body muscles","","","","","","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Body (ventral nerve cord)","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"VA4","","","","","","Ventral cord motor neuron, innervates vent. body muscles","","","","","","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Body (ventral nerve cord)","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"VA5","","","","","","Ventral cord motor neuron, innervates vent. body muscles","","","","","","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Body (ventral nerve cord)","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"VA6","","","","","","Ventral cord motor neuron, innervates vent. body muscles","","","","","","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Body (ventral nerve cord)","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"VA7","","","","","","Ventral cord motor neuron, innervates vent. body muscles","","","","","","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Body (ventral nerve cord)","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"VA8","","","","","","Ventral cord motor neuron, innervates vent. body muscles","","","","","","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Body (ventral nerve cord)","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"VA9","","","","","","Ventral cord motor neuron, innervates vent. body muscles","","","","","","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Body (ventral nerve cord)","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"VA10","","","","","","Ventral cord motor neuron, innervates vent. body muscles","","","","","","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Body (ventral nerve cord)","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"VA11","","","","","","Ventral cord motor neuron, innervates vent. body muscles","","","","","","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Body (ventral nerve cord)","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"VA12","","","","","","Ventral cord motor neuron, innervates vent. body muscles, but also interneuron in preanal ganglion","","","","","","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Body (ventral nerve cord)","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"VB1","","","","","","Ventral cord motor neuron, innervates vent. body muscles, also interneuron in ring","","","","","","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Body (ventral nerve cord)","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"VB2","","","","","","Ventral cord motor neuron, innervates vent. body muscles","","","","","","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Body (ventral nerve cord)","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"VB3","","","","","","Ventral cord motor neuron, innervates vent. body muscles","","","","","","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Body (ventral nerve cord)","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"VB4","","","","","","Ventral cord motor neuron, innervates vent. body muscles","","","","","","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Body (ventral nerve cord)","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"VB5","","","","","","Ventral cord motor neuron, innervates vent. body muscles","","","","","","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Body (ventral nerve cord)","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"VB6","","","","","","Ventral cord motor neuron, innervates vent. body muscles","","","","","","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Body (ventral nerve cord)","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"VB7","","","","","","Ventral cord motor neuron, innervates vent. body muscles","","","","","","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Body (ventral nerve cord)","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"VB8","","","","","","Ventral cord motor neuron, innervates vent. body muscles","","","","","","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Body (ventral nerve cord)","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"VB9","","","","","","Ventral cord motor neuron, innervates vent. body muscles","","","","","","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Body (ventral nerve cord)","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"VB10","","","","","","Ventral cord motor neuron, innervates vent. body muscles","","","","","","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Body (ventral nerve cord)","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"VB11","","","","","","Ventral cord motor neuron, innervates vent. body muscles","","","","","","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Body (ventral nerve cord)","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"VC1","","","","","","Hermaphrodite specific ventral cord motor neurons. The neurons are born in L1, and begin to send out processes in late L3. These processes branch in the region of the vulva during L4. VC4 and VC5 have short ventral cord processes, but send branched processes dorsally along the vulval hypodermis on each side of the vulval slit. VC1-3 and VC6 send less branched processes to vulval regions but have longer processes in the ventral cord (in R side fascicle). The dorsal branches of VC axons innervate vm2 vulval muscles. These neurons, except VC4 and VC5, also innervate ventral body muscles. 
The generation of VC neurons from the 6 Pn.a neuroblast lineages (P3.a-P8.a) is dependent on a HOM-C gene, lin-39. In the absence of lin-39, these neurons undergo programmed cell death (Ruvkun, 1997). The formation of the complex arborizations made by VC neuron branches at the level of the vulva depend on the presence of the vulval cells and the somatic gonad but not on the interactions of VC's with target muscles or HSN neurons (Li and Chalfie, 1990; Colavita and Tessier-Lavigne, 2003) For a more detailed anatomical description of VC neurons also refer to Reproductive System-Egg-laying apparatus.","","","","","Acetylcholine released from the VC neurons inhibits egg-laying behavior. This may be caused by inhibition of presynaptic neurotransmitter release by HSN neurons following the activation of the G-protein- coupled acetylcholine receptor 2 (GAR-2) signaling (Bany et al., 2003). VC4 and VC5 can also induce the active phase of egg-laying by releasing serotonin (Waggoner et al., 1998).","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Body (ventral nerve cord)","","","","","","","","","","","","Serotonin (only VC4 and VC5) Rand and Nonet, 1997. Express VMaT, CAT-1 (Duerr et al., 1999). Acetylcholine. (Rand and Nonet, 1997). Express ChAT and VAChT (Duerr et al., 2001; Lickteig et al., 2001).","","Innexin Expression:    Receptor Expression: Express glutamate receptor subunit, GLR-5 (Brockie et al., 2001).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
